arrests_ever_num,incarc_totmonths,favorite_icecream,optimistic_future,cigarette_ever,age_first_smoke,alcohol_ever,age_first_alcohol,race,age_bio_mom_birth,hh_income_1997,hh_net_worth_1997,highgrade_bio_dad,highgrade_bio_mom,highgrade_res_dad,highgrade_res_mom,race_ethnicity,depressed_lastmo,age,region,citizen,income_family,hh_pov_ratio,num_hh_under_18,num_hh_under_6,marrstat,marrstat_collapsed,msa,num_bio_child_hh,num_bio_child_nonres,religion,had_income_lastyr,wage_sal,spouse_hadjob,spouse_wage_sal,internet,weight,pray_daily,religion_import,smoke_days_lastmo,cigs_perday,drank_yesno,days_drank_lastmo,drinks_perday,drink5plus_days,marijuana,marijuana_days_lastmo,hard_drugs,hard_drugs_num,sex_num_lastmo,health,computer_hours_perweek,tv_hours_perweek,sleep_hours_pernight,drive_drink_lastmo,health_insure,wkswk_yr,hours_wk_yr,year_first_marry,highgrade_comp,highest_degree,hh_net_worth_age30,cohab_totalnum,marriages_totalnum,female,asvab_test_pct,est_wage_sal,est_spouse_wage_sal,height_inch,partner_same_sex
"0",0,"Butter Pecan",,"No",,"No",,"Black or African American",19,,750,,11,,,"Black","None of the time",31,"North Central","Citizen, born in the U.S.",50000,284,2,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,2,"Baptist","NO",,,,"NO",135,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Good","None","Less than 2 hours per week",6,"0 times","NO",42,1260,,9,"GED",2500,0,0,0,17.238,,,71,
"0",0,"Butter Pecan","AGREE","No",,"No",,"Black or African American",23,,750,,11,,,"Black","None of the time",28,"North Central","Citizen, born in the U.S.",14250,64,3,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",3,0,"Baptist","NO",,,,"YES",320,"TRUE","Somewhat important","30",3,"NO",,,,,,"NO",,0,"Good","1 to 3 hours a week","21 to 30 hours a week",9,"0 times","YES","0: weeks","0",,11,"None",,1,0,1,15.333,,,67,
1,0,"Butter Pecan","AGREE","Yes",10,"No",,"Black or African American",24,,750,,11,,,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"None",,0,0,0,11.276,,,,
"0",0,"Butter Pecan","AGREE","No",,"No",,"Black or African American",,,5155,,11,,11,"Black","None of the time",29,"North Central","Citizen, born in the U.S.",9840,58,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Baptist","YES",340,,,"NO",188,,"Not very important",,,"NO",,,,"NO",,"NO",,,"Fair","4 to 6 hours a week","21 to 30 hours a week",11,"I DID NOT DRIVE IN THE PAST 30 DAYS","YES","0: weeks","0",,12,"High school diploma (Regular 12 year program)",,0,0,0,2.675,340,,68,
"0",0,"Vanilla",,"Yes",12,"Yes",13,"Black or African American",25,,,,11,,11,"Black","Some of the time",31,"North Central","Citizen, born in the U.S.",106254,726,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","YES",40000,,,"YES",180,"FALSE","Very important",8,8,"YES",4,6,2,"NO",,"NO",,0,"Good","4 to 6 hours a week","11 to 20 hours a week",5,"0 times","YES",37,1480,,17,"Bachelor's degree (BA, BS)",-29000,0,0,0,-.004,40000,,67,
"0",0,"Vanilla","AGREE","No",,"Yes",10,"Black or African American",27,,,,11,,11,"Black","Some of the time",29,"North Central","Citizen, born in the U.S.",68550,389,2,0,"Married, spouse absent","Married","In CBSA, not in central city",2,0,"Jehovah's Witness","NO",,"YES",60000,"YES",180,"TRUE","Extremely important",,,"YES",1,1,"0","NO",,"NO",,,"Poor","4 to 6 hours a week","Less than 2 hours per week",6,"0 times","YES","0: weeks","0",2005,15,"High school diploma (Regular 12 year program)",,0,1,1,-.004,,60000,67,0
4,0,"Strawberry",,"No",,"No",,"Black or African American",18,44600,11300,,11,,11,"Black","None of the time",30,"North Central","Citizen, born in the U.S.","0","0",2,1,"Never married, cohabiting","Never-married","In CBSA, in central city",,,"Nondenominational Christian","NO",,"YES",21600,"YES",170,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,10,"Excellent","4 to 6 hours a week","3 to 10 hours a week",4,"0 times","NO","0: weeks","0",,11,"High school diploma (Regular 12 year program)",10500,2,0,0,22.537,,21600,70,0
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"Black or African American",21,55000,18750,,12,,12,"Black","None of the time",28,"North Central","Citizen, born in the U.S.",133000,909,0,0,"Married, spouse present","Married","In CBSA, not in central city",,,"Jehovah's Witness","YES",47000,"YES",43000,"YES",190,"TRUE","Extremely important",,,"YES",10,2,,"NO",,"NO",,,"Very good","10 hours or more a week","21 to 30 hours a week",5,"1 time","YES",49,2070,2004,12,"High school diploma (Regular 12 year program)",,0,1,0,24.37,47000,43000,74,0
"0",0,"Butter Pecan","AGREE","No",,"No",,"Black or African American",19,,7500,,12,,12,"Black",,27,"North Central","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,2,"Baptist","YES","0",,,"NO",200,,,,,,,,,"NO",,"NO",,,"Fair","Less than 1 hour a week","3 to 10 hours a week",5,"0 times","YES",43,860,,10,"None",,0,0,0,4.44,0,,65,
"0",0,"Vanilla",,"No",,"No",,"Black or African American",30,,7500,,12,,12,"Black","None of the time",30,"South","Citizen, born in the U.S.",12912,73,1,1,"Never married, cohabiting","Never-married","In CBSA, in central city",1,0,"Pentecostal","YES",2662,"YES",,"YES",200,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,3,"Good","1 to 3 hours a week","3 to 10 hours a week",8,"0 times","YES",28,476,,13,"High school diploma (Regular 12 year program)",2500,2,0,1,-.004,2662,,63,0
"0",0,"Butter Pecan",,,,"Yes",14,"Black or African American",22,,,,12,,12,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"High school diploma (Regular 12 year program)",,0,0,0,-.005,,,,
11,0,"Chocolate","STRONGLY AGREE","Yes",14,"Yes",14,"Black or African American",19,12600,38650,16,13,,13,"Black",,29,"North Central","Citizen, born in the U.S.",50350,344,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,1,"Nondenominational Christian","YES",9000,"YES",22000,"YES",186,"TRUE","Extremely important",,,"YES","30",6,10,"YES","30","NO",,,"Good","1 to 3 hours a week","Less than 2 hours per week",7,"0 times","YES",35,1225,,11,"GED",,7,0,0,13.782,9000,22000,69,0
1,0,"Chocolate",,"No",,"Yes",16,"Black or African American",20,52180,19500,10,15,,15,"Black","None of the time",31,"North Central","Citizen, born in the U.S.",106550,707,1,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",1,0,"Baptist","YES",45000,,,"YES",162,"FALSE","Somewhat important",,,"YES",10,1,"0","YES","30","NO",,2,"Excellent","10 hours or more a week","11 to 20 hours a week",6,"4 or 5 times","YES",40,1600,,14,"High school diploma (Regular 12 year program)",20595,2,0,1,73.106,45000,,63,
"0",0,"Strawberry",,"No",,"No",,"Black or African American",18,4441,7200,,12,,12,"Black","Some of the time",30,"North Central","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Baptist","YES",,,,"YES",210,"TRUE","Very important",,,"YES","0",,,"NO",,"NO",,0,"Good","10 hours or more a week","Less than 2 hours per week",6,"0 times","NO",31,915,,12,"High school diploma (Regular 12 year program)",,1,0,0,-.004,,,67,
"0",0,"Vanilla",,"No",,"Yes",16,"Black or African American",25,,,12,13,11,13,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"High school diploma (Regular 12 year program)",,0,0,1,29.731,,,,
"0",0,"Strawberry",,"No",,"No",,"Black or African American",23,,,12,15,12,15,"Black","None of the time",31,"North Central","Citizen, born in the U.S.",,,0,0,"Never married, cohabiting","Never-married","In CBSA, not in central city",,,"Nondenominational Christian","YES",,"YES",,"YES",195,"FALSE","Somewhat important",,,"NO",,,,"YES",2,"NO",,0,"Fair","1 to 3 hours a week","21 to 30 hours a week",6,"0 times","YES",40,1680,,13,"High school diploma (Regular 12 year program)",38250,1,0,0,57.412,,,71,0
"0",0,"Vanilla","AGREE","No",,"No",,"Something else? (SPECIFY)",36,246474,600000,20,16,20,16,"Mixed Race (Non-Hispanic)","None of the time",28,"South","Citizen, born in the U.S.",66500,585,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Episcopal","YES",65000,,,"YES",125,"TRUE","Somewhat important",6,2,"YES",4,2,"0","NO",,"NO",,0,"Excellent","10 hours or more a week","11 to 20 hours a week",6,"0 times","YES","0: weeks","0",,16,"Bachelor's degree (BA, BS)",,0,0,1,73.604,65000,,64,
"0",0,"Chocolate",,"No",,"Yes",16,"White",30,100500,245000,14,14,14,14,"Non-Black / Non-Hispanic","None of the time",31,"North Central","Citizen, born in the U.S.",82000,466,1,1,"Married, spouse present","Married","In CBSA, not in central city",1,0,"Roman Catholic","YES",40000,"YES",42000,"YES",200,"FALSE",,2,0,"YES",3,2,1,"NO",,"NO",,0,"Very good","10 hours or more a week","11 to 20 hours a week",6,"1 time","YES",38,1900,2005,19,"Master's degree (MA, MS)",45500,0,1,0,56.036,40000,42000,70,0
"0",0,"Chocolate","AGREE","No",,"No",,"White",25,65000,208601,14,14,16,14,"Non-Black / Non-Hispanic","None of the time",26,"North Central","Citizen, born in the U.S.",115750,384,3,1,"Never married, not cohabiting","Never-married","In CBSA, not in central city",1,0,"Roman Catholic","YES",15000,,,"YES",135,"TRUE","Very important",,,"YES",12,2,2,"NO",,"NO",,2,"Good","1 to 3 hours a week","11 to 20 hours a week",6,"0 times","YES",40,1020,,15,"High school diploma (Regular 12 year program)",,0,0,1,46.246,15000,,61,
1,0,"Strawberry","AGREE","No",,"Yes",12,"White",29,99500,195000,12,16,12,16,"Non-Black / Non-Hispanic","None of the time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,80,2009,13,"High school diploma (Regular 12 year program)",,2,1,0,82.549,,,,
"0",0,"Butter Pecan",,"No",,"No",,"White",30,246474,537500,18,17,18,17,"Non-Black / Non-Hispanic","None of the time",30,"West","Citizen, born in the U.S.",16000,94,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Atheist","YES",16000,,,"YES",180,"FALSE","Not important at all",,,"YES",2,2,1,"NO",,"NO",,4,"Excellent","10 hours or more a week","3 to 10 hours a week",8,"0 times","YES",29,174,,20,"Master's degree (MA, MS)",-35500,0,0,0,90.95,16000,,72,
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"White",32,246474,537500,18,17,18,17,"Non-Black / Non-Hispanic","Some of the time",28,"North Central","Citizen, born in the U.S.",112500,769,0,0,"Married, spouse present","Married","In CBSA, in central city",,,"Agnostic","YES",62000,"YES",50000,"YES",155,"FALSE","Not important at all",,,"YES",10,3,5,"NO",,"NO",,6,"Excellent","10 hours or more a week","3 to 10 hours a week",8,"0 times","YES",39,1200,2011,17,"Bachelor's degree (BA, BS)",,1,1,0,39.201,62000,50000,69,0
1,0,"Strawberry","AGREE","No",,"No",,"White",40,246474,600000,18,18,18,18,"Non-Black / Non-Hispanic","None of the time",28,"North Central","Citizen, born in the U.S.",113750,777,0,0,"Married, spouse present","Married","In CBSA, not in central city",,,"Roman Catholic","YES",50000,"YES",60000,"YES",170,"FALSE","Somewhat important",,,"YES",3,2,"0","NO",,"NO",,4,"Excellent","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",48,2640,2009,19,"Professional degree (DDS, JD, MD)",,1,1,0,86.22,50000,60000,74,0
"0",0,"None of these","DISAGREE","No",,"Yes",12,"White",28,83500,,17,16,17,16,"Non-Black / Non-Hispanic","None of the time",27,"North Central","Citizen, born in the U.S.",316618,1971,0,0,"Married, spouse present","Married","In CBSA, not in central city",,,"Atheist","YES",,"YES",,"YES",160,"FALSE","Not important at all","30",15,"YES",8,4,2,"YES","30","NO",,8,"Good","10 hours or more a week","Less than 2 hours per week",7,"0 times","YES",43,1905,2009,19,"Bachelor's degree (BA, BS)",,1,1,0,93.48,,,66,0
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"White",29,83500,600000,16,16,16,16,"Non-Black / Non-Hispanic","None of the time",28,"North Central","Citizen, born in the U.S.",160350,1096,0,0,"Married, spouse present","Married","In CBSA, in central city",,,"Roman Catholic","YES",146002,"YES",60000,"YES",195,"FALSE","Not very important",,,"YES",10,2,2,"NO",,"NO",,15,"Very good","10 hours or more a week","11 to 20 hours a week",7,"0 times","YES",41,2050,2009,16,"Bachelor's degree (BA, BS)",,1,1,0,92.624,146002,60000,74,0
"0",0,"Chocolate","AGREE","Yes",12,"No",,"White",34,154500,600000,13,13,13,13,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"High school diploma (Regular 12 year program)",,0,0,0,-.004,,,,
"0",0,"Chocolate","DISAGREE","No",,"No",,"White",28,116250,600000,14,19,14,19,"Non-Black / Non-Hispanic","None of the time",28,"North Central","Citizen, born in the U.S.",80000,455,1,1,"Married, spouse present","Married","In CBSA, not in central city",1,0,"Lutheran","YES",35000,"YES",44000,"YES",200,"FALSE","Not very important",,,"YES",10,2,"0","NO",,"NO",,5,"Excellent","10 hours or more a week","11 to 20 hours a week",8,"0 times","YES",41,1845,2007,16,"Bachelor's degree (BA, BS)",,1,1,0,44.271,35000,44000,72,0
1,0,"Vanilla","AGREE","No",,"No",,"White",23,129250,214501,12,14,18,14,"Non-Black / Non-Hispanic","None of the time",28,"South","Citizen, born in the U.S.",316618,1971,0,0,"Never married, cohabiting","Never-married","In CBSA, in central city",,,"Eastern Orthodox","NO",,"NO",,"YES",120,"FALSE","Somewhat important","30",5,"YES",15,5,5,"NO",,"NO",,0,"Very good","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",43,1255,,12,"High school diploma (Regular 12 year program)",,3,0,1,-.004,,,63,0
"0",0,"Strawberry","DISAGREE","No",,"No",,"White",25,246474,484501,16,20,16,20,"Non-Black / Non-Hispanic","None of the time",28,"West","Citizen, born in the U.S.",39000,222,1,1,"Married, spouse present","Married","In CBSA, in central city",1,0,"Agnostic","YES",39000,"NO",,"YES",180,"FALSE","Not important at all","30",15,"YES",4,3,1,"YES","0","NO",,5,"Excellent","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",39,1560,2005,14,"High school diploma (Regular 12 year program)",,0,1,0,98.479,39000,,71,0
2,0,"Strawberry","AGREE","Yes",13,"Yes",13,"White",31,95500,522000,18,16,18,16,"Non-Black / Non-Hispanic","None of the time",28,"South","Citizen, born in the U.S.",40000,273,0,0,"Never married, cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",40000,,,"YES",170,"FALSE","Not important at all","30",5,"YES",5,3,2,"YES",20,"NO",,5,"Excellent","10 hours or more a week","31 to 40 hours a week",7,"2 or 3 times","YES",42,1722,,16,"Bachelor's degree (BA, BS)",,1,0,0,49.811,40000,,68,0
"0",0,"Chocolate",,"No",,"No",,"White",25,246474,600000,14,12,14,12,"Non-Black / Non-Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",316618,1971,0,0,"Married, spouse present","Married","In CBSA, in central city",,,"Roman Catholic","YES",80000,"YES",163797,"YES",108,"FALSE","Not very important",,,"YES",10,1,1,"YES",1,"NO",,6,"Very good","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",36,1440,2011,16,"Bachelor's degree (BA, BS)",600000,1,1,1,88.002,80000,163797,63,0
"0",0,"Chocolate","DISAGREE","No",,"No",,"White",26,79500,293500,18,16,18,12,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"None",,0,0,1,-.005,,,,
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"White",34,140350,199000,20,20,20,20,"Non-Black / Non-Hispanic","None of the time",27,"North Central","Citizen, born in the U.S.",100000,585,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"None, no religion - personal philosophy","NO",,,,"YES",128,"FALSE","Not very important",,,"YES",5,1,"0","NO",,"NO",,0,"Good","10 hours or more a week","3 to 10 hours a week",7,"2 or 3 times","YES",13,390,,20,"Master's degree (MA, MS)",,0,0,1,-.004,,,66,
"0",0,"Vanilla",,"No",,"No",,"White",29,246474,600000,20,16,20,16,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"High school diploma (Regular 12 year program)",,0,0,0,-.004,,,,
"0",0,"Strawberry",,"Yes",15,"Yes",14,"White",24,,425101,13,16,13,16,"Non-Black / Non-Hispanic","None of the time",31,"North Central","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",,,,"YES",,"FALSE","Not very important",25,6,"YES",2,3,"0","NO",,"NO",,0,"Good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",43,1806,,20,"High school diploma (Regular 12 year program)",,0,0,1,88.832,,,64,
"0",0,"Vanilla",,"No",,"No",,"White",28,47300,179950,17,17,17,17,"Non-Black / Non-Hispanic","Some of the time",31,"West","Citizen, born in the U.S.",,,,,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Other Protestant","NO",,,,"YES",,"TRUE","Extremely important",,,,,,,,,,,,"Good","10 hours or more a week","Less than 2 hours per week",,"I DID NOT DRIVE IN THE PAST 30 DAYS","YES","0: weeks","0",,12,"High school diploma (Regular 12 year program)",2500,0,0,1,3.75,,,,
"0",0,"Strawberry","AGREE","No",,"No",,"White",30,47300,179950,17,17,17,17,"Non-Black / Non-Hispanic","Some of the time",29,"West","Citizen, born in the U.S.",83857,308,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Other Protestant","YES",7000,,,"YES",170,"TRUE","Extremely important",,,"YES",5,1,"0","NO",,"NO",,,"Very good","10 hours or more a week","Less than 2 hours per week",9,"0 times","YES",17,680,,17,"Bachelor's degree (BA, BS)",,0,0,0,100,7000,,66,
"0",0,"Strawberry","AGREE","No",,"No",,"White",32,47300,179950,17,17,17,17,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"Bachelor's degree (BA, BS)",,0,0,1,74.027,,,,
"0",0,"Chocolate",,"Yes",14,"Yes",15,"White",25,246474,304500,16,14,16,14,"Non-Black / Non-Hispanic","None of the time",30,"North Central","Citizen, born in the U.S.",316618,1971,1,1,"Married, spouse present","Married","In CBSA, not in central city",1,0,"None, no religion - personal philosophy","YES",1500,"YES",163797,"YES",150,"TRUE","Not very important",,,"YES","0",,,"NO",,"NO",,2,"Excellent","1 to 3 hours a week","11 to 20 hours a week",9,"0 times","YES",44,44,2008,16,"Bachelor's degree (BA, BS)",600000,0,1,1,37.433,1500,163797,65,0
"0",0,"Vanilla","STRONGLY AGREE","Yes",13,"Yes",14,"White",27,246474,304500,16,14,16,14,"Non-Black / Non-Hispanic","None of the time",29,"Northeast","Citizen, born in the U.S.",23000,85,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"None, no religion - personal philosophy","YES",23000,,,"YES",185,"FALSE","Not important at all","0",,"YES",2,8,2,"NO",,"NO",,,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",41,2050,,15,"High school diploma (Regular 12 year program)",,0,0,0,73.351,23000,,70,
"0",0,"Vanilla",,"No",,"Yes",14,"White",32,74250,217250,16,16,16,16,"Non-Black / Non-Hispanic","None of the time",29,,"Citizen, born in the U.S.",95270,651,0,0,"Married, spouse present","Married","Not in country",,,"Other Protestant","YES",50000,"YES",45000,"YES",160,"TRUE","Very important",,,"YES",20,2,2,"NO",,"NO",,12,"Very good","10 hours or more a week","Less than 2 hours per week",7,"0 times","YES",44,2300,2010,18,"Master's degree (MA, MS)",62500,1,1,0,87.686,50000,45000,71,0
"0",0,"Strawberry","AGREE","No",,"Yes",13,"White",35,74250,217250,,14,16,16,"Hispanic","Some of the time",29,"North Central","Citizen, born in the U.S.",1750,8,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Pentecostal","NO",,,,"NO",335,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Good","Less than 1 hour a week","11 to 20 hours a week",8,"0 times","YES","0: weeks","0",,15,"High school diploma (Regular 12 year program)",,0,0,0,74.94,,,67,
"0",0,"Strawberry","AGREE","No",,"No",,"White",32,50050,112300,16,14,16,14,"Non-Black / Non-Hispanic","None of the time",27,"South","Citizen, born in the U.S.",77750,291,2,2,"Married, spouse present","Married","In CBSA, not in central city",2,0,"Other Protestant","NO",,"YES",75000,"YES",155,"TRUE","Extremely important",,,"YES","0",,,"NO",,"NO",,18,"Excellent","1 to 3 hours a week","Less than 2 hours per week",8,"0 times","YES",2,10,2005,16,"High school diploma (Regular 12 year program)",,0,1,1,63.285,,75000,70,0
"0",0,"Strawberry","DISAGREE","No",,"Yes",13,"White",41,,,16,16,16,16,"Non-Black / Non-Hispanic","Some of the time",29,"North Central","Citizen, born in the U.S.",29010,255,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",29000,,,"YES",150,"FALSE","Somewhat important",,,"YES",6,3,"0","YES",3,"NO",,,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",40,2400,,20,"Bachelor's degree (BA, BS)",,1,0,1,100,29000,,62,
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"American Indian, Eskimo, or Aleut",21,,,13,10,13,10,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"None",,0,0,0,-.005,,,,
3,2,"Chocolate","DISAGREE","No",,"No",,"American Indian, Eskimo, or Aleut",24,,,13,10,13,10,"Non-Black / Non-Hispanic","Some of the time",26,"North Central","Citizen, born in the U.S.",8750,58,1,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",1,0,"Nondenominational Christian","YES",5000,,,"YES",160,"FALSE","Somewhat important","30",10,"YES",3,4,"0","NO",,"NO",,2,"Poor","10 hours or more a week","11 to 20 hours a week",4,"0 times","YES",37,1480,,14,"GED",,1,0,1,-.005,5000,,67,
"0",0,"Chocolate","STRONGLY AGREE","Yes",12,"Yes",12,"White",20,65000,24700,12,11,12,11,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"High school diploma (Regular 12 year program)",,0,0,1,10.048,,,,
"0",0,"Vanilla","AGREE","Yes",14,"Yes",14,"White",17,36000,,,13,,13,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"High school diploma (Regular 12 year program)",,0,0,1,20.099,,,,
"0",0,"None of these","STRONGLY AGREE","No",,"No",,"White",19,36000,,,13,,13,"Non-Black / Non-Hispanic",,27,"North Central","Citizen, born in the U.S.",62250,425,0,0,"Married, spouse present","Married","In CBSA, in central city",,,"Roman Catholic","YES",42000,"YES",20000,"YES",245,"FALSE","Very important",,,"YES",2,3,"0","NO",,"NO",,5,"Good","4 to 6 hours a week","11 to 20 hours a week",6,"0 times","YES",51,2040,2011,12,"High school diploma (Regular 12 year program)",,1,1,0,13.216,42000,20000,73,0
22,0,"Vanilla","STRONGLY AGREE","Yes",7,"Yes",12,"White",32,40192,17500,10,12,10,12,"Non-Black / Non-Hispanic","None of the time",27,"North Central","Citizen, born in the U.S.",30143,176,0,0,"Married, spouse present","Married","In CBSA, not in central city",0,1,"None, no religion - personal philosophy","YES",18000,"YES","0","YES",236,"FALSE","Not important at all","30",12,"YES",25,18,15,"NO",,"YES",6,999,"Fair",,"3 to 10 hours a week",5,"0 times","NO",42,1872,2010,12,"High school diploma (Regular 12 year program)",,3,1,0,-.004,18000,0,73,0
1,0,"Strawberry",,"No",,"Yes",13,"White",19,65000,36200,13,12,13,12,"Non-Black / Non-Hispanic","None of the time",30,"North Central","Citizen, born in the U.S.",102750,394,3,0,"Married, spouse present","Married","In CBSA, in central city",3,0,"Pentecostal","YES",57000,"YES",18000,"YES",135,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,5,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",44,1760,2001,14,"High school diploma (Regular 12 year program)",28500,1,1,0,13.241,57000,18000,73,0
"0",0,"Chocolate","AGREE","No",,"No",,"White",22,65000,36200,13,12,13,12,"Non-Black / Non-Hispanic","None of the time",27,"South","Citizen, born in the U.S.",40000,180,2,2,"Married, spouse present","Married","In CBSA, in central city",2,0,"Atheist","YES",40000,"NO",,"YES",140,"FALSE","Not important at all",2,1,"YES",10,3,2,"NO",,"NO",,6,"Excellent","10 hours or more a week","3 to 10 hours a week",5,"0 times","YES","0: weeks","0",2007,13,"High school diploma (Regular 12 year program)",,0,1,0,20.881,40000,,72,0
"0",0,"Chocolate","STRONGLY AGREE","Yes",12,"Yes",11,"White",28,27300,,14,14,11,14,"Non-Black / Non-Hispanic","None of the time",29,"North Central","Citizen, born in the U.S.",45000,308,0,0,"Never married, cohabiting","Never-married","In CBSA, not in central city",,,"Agnostic","YES",30000,"YES",15000,"YES",165,"FALSE","Not important at all",1,1,"YES",2,2,"0","NO",,"NO",,2,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","NO",46,2300,,16,"High school diploma (Regular 12 year program)",,1,0,0,-.004,30000,15000,67,0
2,0,"Chocolate","AGREE","Yes",12,"No",,"White",24,40100,36650,11,12,11,12,"Non-Black / Non-Hispanic","None of the time",27,"North Central","Citizen, born in the U.S.",82500,564,0,0,"Never married, cohabiting","Never-married","In CBSA, not in central city",,,"Roman Catholic","YES",,"YES",,"NO",250,"FALSE","Not very important","30",20,"NO",,,,"NO",,"NO",,20,"Excellent","None","Less than 2 hours per week",8,"0 times","NO",43,1460,,13,"High school diploma (Regular 12 year program)",,3,0,0,21.211,,,74,0
"0",0,"Vanilla",,"Yes",,"Yes",14,"White",23,88060,241400,12,13,12,13,"Non-Black / Non-Hispanic","None of the time",31,"North Central","Citizen, born in the U.S.",88015,601,0,0,"Never married, cohabiting","Never-married","In CBSA, not in central city",,,"None, no religion - personal philosophy","YES",40000,"YES",48000,"YES",105,"FALSE","Not very important","30",10,"YES",3,1,"0","NO",,"NO",,0,"Very good","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",43,1978,,13,"High school diploma (Regular 12 year program)",148800,3,0,1,68.369,40000,48000,62,0
4,0,"Butter Pecan","DISAGREE","Yes",11,"Yes",12,"White",19,,,9,12,9,12,"Non-Black / Non-Hispanic","Some of the time",28,"North Central","Citizen, born in the U.S.",4450,20,2,1,"Never married, cohabiting","Never-married","In CBSA, not in central city",2,0,"None, no religion - personal philosophy","YES",700,"YES",,"YES",125,"FALSE","Not very important","30",15,"YES",1,4,"0","YES",4,"NO",,,"Very good","1 to 3 hours a week","3 to 10 hours a week",8,"0 times","YES",33,990,,13,"High school diploma (Regular 12 year program)",,2,0,1,52.341,700,,69,0
1,0,"Vanilla",,"No",,"Yes",15,"White",26,246474,600000,16,14,16,14,"Non-Black / Non-Hispanic","None of the time",30,"North Central","Citizen, born in the U.S.",80000,468,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Roman Catholic","NO",,,,"YES",215,"FALSE","Somewhat important","30",45,"YES",10,4,6,"NO",,"NO",,18,"Fair","10 hours or more a week","21 to 30 hours a week",6,"0 times","NO",38,2090,,19,"Professional degree (DDS, JD, MD)",-151000,0,0,0,98.145,,,69,
