state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch
16,1988,1.070000052,5.800000191,12189.60547,62.90097809,0.324831575,1.098180056,24.15730095,21,0,0.189994007,8102.682129,0,0,0,257,0.000256231,36,3.58923E-05,25,22,0.000458333,4,8.3333E-05,30,6,0.0006383,0.00012766,30,0.000526316,6,0.000105263,72.80000305,7.2582E-05,1003001.188,48000.03516,46999.83984,56999.97656,8127,5.5,62.30000305,0.049587458
17,1982,2.039999962,11.30000019,14743.43652,58.07431793,0.188544154,2.346970081,0.2333,21,6.403550148,0.209362,5696.534668,0,0,0,1651,0.00014384,418,3.64175E-05,229,106,0.000181818,23,3.9451E-05,203,80,0.000328299,0.000129379,224,0.000266667,98,0.000116667,532.9899902,4.6435E-05,11478031,583000.5625,618339,839999,65385,9.699999809,57.79999924,-0.039935548
17,1983,1.960000038,11.39999962,14745.41309,57.74565887,0.181192666,2.370810032,0.252000004,21,6.396309853,0.205004007,5862.868164,0,0,0,1526,0.0001328,362,3.15029E-05,201,96,0.000171429,18,3.2143E-05,187,64,0.000308912,0.000105724,195,0.000235792,85,0.000102781,501.1000061,4.3608E-05,11490963,559998.625,605350.75,827000.0625,67370,9.600000381,57.90000153,0.010906678
17,1984,1.929999948,9.100000381,15390.11035,59.13628769,0.173626378,2.394900084,0.272199988,21,6.379099846,0.195511997,6067.52832,0,0,0,1547,0.000134265,343,2.97691E-05,206,99,0.000182994,27,4.9908E-05,179,62,0.000302041,0.000104617,231,0.000283088,72,8.8235E-05,462.2799988,4.0121E-05,11521990,541001.3125,592635.25,816000.625,69910,7.5,59.50000381,0.068904206
17,1985,1.860000014,9,15602.75391,59.70356369,0.167372882,2.419229984,0.293900013,21,6.371910095,0.192187995,6141.67627,0,0,0,1534,0.000132987,304,2.63546E-05,162,73,0.000137736,13,2.4528E-05,162,45,0.00027922,7.75612E-05,232,0.000291092,82,0.000102886,396.6900024,3.439E-05,11534962,529999.4375,580186.875,796998.875,70844,7.199999809,60.10000229,0.01876254
17,1986,1.75,8.100000381,15988.64844,60.34324265,0.163054705,2.443809986,0.317499995,21,4.473209858,0.185556993,6345.777344,0,0,0,1596,0.00013817,354,3.06467E-05,207,108,0.00019963,20,3.6969E-05,178,64,0.00031338,0.000112676,238,0.000320755,98,0.000132075,475.6700134,4.118E-05,11550988,541000.875,568000,741999.3125,73300,7,60.70000076,0.03088077
17,1987,1.679999948,7.400000095,16417,60.99988937,0.158000007,2.468630075,0.342900008,21,4.461229801,0.182501003,6540.846191,1,0,0,1660,0.000143326,326,2.81471E-05,183,100,0.00018797,18,3.3835E-05,173,54,0.00031284,9.7649E-05,225,0.000311203,66,9.1286E-05,437.1099854,3.7741E-05,11581988,531999.8125,552998.3125,723000.75,75756,6.199999809,61.5,0.026368385
17,1988,1.629999995,6.800000191,16915.30273,61.59708405,0.1520693,2.493710041,0.370299995,21,4.461229801,0.170911998,6757.612793,1,0,0,1837,0.000158171,364,3.13415E-05,228,110,0.000216535,23,4.5276E-05,210,68,0.00040541,0.000131274,225,0.000307798,63,8.6183E-05,506.8500061,4.3641E-05,11614013,508001,517994.125,730998.875,78483,5.5,62.30000305,0.045050338
18,1982,1.440000057,11.89999962,12282.81641,56.42292404,0.309132457,1.804430008,0.328299999,21,0,0.202989995,7149.91748,1,0,0,961,0.000175269,235,4.28597E-05,131,65,0.000228873,21,7.3944E-05,127,45,0.000409096,0.000144955,141,0.000342233,53,0.000128641,348.8900146,6.3631E-05,5483000.5,284000.2813,310440.2813,412000.0313,39203,9.699999809,57.79999924,-0.064519919
18,1983,1.389999986,11.10000038,12364.67871,56.48422241,0.297079116,1.859019995,0.343400002,21,0,0.180197999,7277.506348,1,0,0,1016,0.000185605,212,3.87285E-05,130,65,0.000238971,11,4.0441E-05,130,43,0.000427808,0.000141506,146,0.000360494,56,0.000138272,346.769989,6.3349E-05,5473990.5,271999.5313,303874.875,404999.7813,39837,9.600000381,57.90000153,0.015555702
18,1984,1.389999986,8.600000381,13008.79102,58.71964645,0.284673631,1.915269971,0.359200001,21,0,0.103285998,7478.887207,0,0,0,925,0.000168427,191,3.47779E-05,119,83,0.000314394,20,7.5758E-05,102,32,0.000342917,0.000107582,137,0.000343358,54,0.000135338,351.4500122,6.3993E-05,5491993.5,263999.9375,297448.2813,399000.4688,41074,7.5,59.50000381,0.077305168
18,1985,1.389999986,7.900000095,13161.0166,61.43695068,0.27442053,1.973209977,0.375800014,21,0,0.185119003,7416.25293,0,0,0,974,0.000177123,166,3.01873E-05,93,77,0.000296154,14,5.3846E-05,109,31,0.000374368,0.000106472,157,0.000404639,52,0.000134021,302.4500122,5.5001E-05,5499003.5,259999.8594,291157.625,388000.1875,40782,7.199999809,60.10000229,0.016891468
18,1986,1.279999971,6.699999809,13582.04297,62.45145798,0.267340541,2.032919884,0.393099993,21,0,0.120420001,7714.322266,0,0,0,1038,0.000188624,192,3.48901E-05,131,83,0.000307407,15,5.5556E-05,119,34,0.000417544,0.000119298,142,0.000396648,55,0.000153631,290.3099976,5.2754E-05,5503011,270000.375,285000,358000.0313,42452,7,60.70000076,0.030762155
18,1987,1.289999962,6.400000095,13937,61.92881393,0.259052992,2.094419956,0.411199987,21,0,0.097662002,7977.21582,0,0,0,1055,0.000190743,194,3.5075E-05,123,100,0.00037037,20,7.4074E-05,99,32,0.00035484,0.000114695,118,0.000336182,38,0.000108262,254.8600006,4.6079E-05,5531002.5,270000.2813,278998.9688,351000.3438,44122,6.199999809,61.5,0.040988639
18,1988,1.279999971,5.300000191,14363.81152,63.40649033,0.24932915,2.157789946,0.430200011,21,0,0.073137,9201.576172,0,0,0,1101,0.000198164,202,3.63571E-05,123,90,0.000344828,19,7.2797E-05,132,36,0.00050769,0.000138462,141,0.000393855,44,0.000122905,322.3999939,5.8027E-05,5556004.5,260999.6875,260001.1719,357999.75,51124,5.5,62.30000305,0.036438752
19,1982,1.25,8.5,12968.97363,60.02779007,0.375894994,0.466610014,0.328299999,19,0,0.216398999,6653.263184,0,0,0,480,0.000165119,87,2.99278E-05,61,52,0.000361111,6,4.1667E-05,59,19,0.000370164,0.000119205,66,0.000305556,21,9.7222E-05,219.2799988,7.5431E-05,2906994.5,144000.0469,159388.625,215999.6875,19341,9.699999809,57.79999924,-0.08951243
19,1983,1.230000019,8.100000381,12573.39453,60.44465256,0.361238539,0.503970027,0.343400002,19,0,0.204322994,6770.307617,1,0,0,514,0.000176997,123,4.23554E-05,72,42,0.000304348,10,7.2464E-05,77,36,0.000495515,0.00023167,75,0.000353774,32,0.000150943,211.5599976,7.285E-05,2904004,137999.9219,155393.7656,211999.75,19661,9.600000381,57.90000153,-0.051171359
19,1984,1.159999967,7,13203.29688,60.74073792,0.346153855,0.544319987,0.359200001,19,0,0.193046004,7060.630371,1,0,0,420,0.000144678,100,3.44471E-05,61,32,0.000240602,7,5.2632E-05,62,29,0.000409243,0.00019142,56,0.000270531,22,0.00010628,168.6900024,5.8111E-05,2902998.5,132999.7188,151499.0469,207000.3125,20497,7.5,59.50000381,0.067845032
19,1985,1.100000024,8,13351.69531,60.49325562,0.333686441,0.587899983,0.375793993,19,0,0.184236005,7001.037598,1,0,0,474,0.000164355,85,2.9473E-05,62,37,0.000286822,6,4.6512E-05,71,21,0.000480698,0.000142178,76,0.000383838,25,0.000126263,182.7510071,6.3367E-05,2884001,128999.8672,147701.9375,198000.2031,20191,7.199999809,60.10000229,-0.019883482
19,1986,0.980000019,7,13812.17773,62.52336502,0.383126944,0.63499999,0.393110991,20,0,0.178267002,7192.990234,1,0,0,441,0.000154737,93,3.26316E-05,62,49,0.000371212,5,3.7879E-05,65,25,0.000451389,0.000173611,51,0.000288136,13,7.3446E-05,146.9790039,5.1572E-05,2849997,132000.0469,144000,176999.75,20500,7,60.70000076,0.014371527
19,1987,1.039999962,5.5,14284,64.03180695,0.42750001,0.685800016,0.411226988,21,0,0.172570005,7342.257324,1,0,0,491,0.000173253,91,3.21101E-05,61,42,0.000328125,6,4.6875E-05,55,16,0.00039855,0.000115942,56,0.000329412,13,7.6471E-05,186.0899963,6.5663E-05,2834005.75,128000,138000.25,169999.875,20808,6.199999809,61.5,-0.012807499
19,1988,0.959999979,4.5,14111.64551,66.68217468,0.484926879,0.740700006,0.430177003,21,0,0.156330004,7730.063477,1,0,0,557,0.000196542,106,3.7403E-05,65,40,0.000333333,8,6.6667E-05,63,22,0.0005,0.000174603,73,0.00041954,22,0.000126437,182.0509949,6.4238E-05,2834000,120000.1172,125999.9922,174000.0938,21907,5.5,62.30000305,0.024941431
20,1982,1.289999962,6.300000191,14094.27246,62.73291779,0.484009564,3.19659996,0.426407009,21,0,0.213104993,7333.069336,0,1,1,498,0.000206811,88,3.65449E-05,55,30,0.00027027,7,6.3063E-05,56,18,0.000415878,0.000133675,77,0.000416216,24,0.00012973,288.3049927,0.000119728,2407995.75,111000.1172,134654.7344,185000.0938,17658,9.699999809,57.79999924,-0.015405606
20,1983,1.230000019,6.099999905,13917.43164,62.44394684,0.465137631,3.246099949,0.440257013,21,0,0.204552993,7479.61084,0,1,1,411,0.000169345,76,3.13144E-05,45,30,0.000283019,3,2.8302E-05,59,28,0.000449103,0.000213134,64,0.000351648,16,8.7912E-05,185.4290009,7.6402E-05,2426998,105999.9453,131373.0156,182000.1875,18153,9.600000381,57.90000153,0.009482614
20,1984,1.210000038,5.199999809,14308.79102,63.11977386,0.445714295,3.296299934,0.454557002,21,0,0.195034996,7670.887695,0,1,1,510,0.000209016,96,3.93443E-05,62,32,0.000313725,6,5.8824E-05,60,22,0.000468124,0.000171645,68,0.000384181,20,0.000112994,208.6690063,8.552E-05,2440004.5,102000.1563,128171.2813,176999.9063,18717,7.5,59.50000381,0.054953858
20,1985,1.220000029,5,14631.35547,65.55184174,0.429661036,3.347300053,0.469321012,21,0,0.190181002,7867.333496,0,1,1,486,0.000198367,89,3.63265E-05,47,29,0.000287129,3,2.9703E-05,61,20,0.000487814,0.000159939,67,0.00039645,27,0.000159763,231.75,9.4592E-05,2450004.25,100999.8984,125047.5781,168999.875,19275,7.199999809,60.10000229,0.010786045
20,1986,1.139999986,5.400000095,14977.2959,64.40771484,0.418575853,3.399100065,0.48456499,21,0,0.183509007,8100.053223,1,1,1,500,0.000203335,110,4.47336E-05,56,38,0.00035514,7,6.5421E-05,63,30,0.000516393,0.000245902,59,0.000378205,17,0.000108974,216.0140076,8.7846E-05,2458996.25,107000.0625,122000,156000.0469,19918,7,60.70000076,0.025077632
20,1987,1.080000043,4.900000095,15152,65.77510834,0.405600011,3.451600075,0.500304997,21,0,0.179385006,8304.130859,1,1,1,491,0.000198304,112,4.52342E-05,72,37,0.000352381,10,9.5238E-05,62,24,0.00052542,0.00020339,66,0.000434211,27,0.000177632,184.4309998,7.4487E-05,2475996.5,104999.9844,118000.8359,151999.8438,20560.99805,6.199999809,61.5,0.002857493
20,1988,1.080000043,4.800000191,15167.46875,66.143013,0.390375376,3.505000114,0.516555011,21,0,0.170375004,8481.355469,1,1,1,483,0.000193587,95,3.80762E-05,63,34,0.000333333,7,6.8627E-05,59,27,0.00053636,0.000245455,52,0.000342105,14,9.2105E-05,161.5350037,6.4743E-05,2495002.25,102000.1016,110000.7422,152000.125,21161.00195,5.5,62.30000305,0.020685548
21,1982,1.429999948,10.60000038,11071.59863,55.83982468,0.215990454,24.04109955,0.300000012,21,39.45330048,0.195235997,6937.46582,0,0,0,822,0.000222523,159,4.30428E-05,100,67,0.000345361,14,7.2165E-05,113,37,0.000542528,0.000177642,119,0.000429603,33,0.000119134,279.1950073,7.5581E-05,3694000.25,193999.8906,208284.1875,276999.9063,25627,9.699999809,57.79999924,-0.027683862
21,1983,1.379999995,11.69999981,10913.99121,55.22058487,0.207568794,23.91270065,0.300000012,21,39.24079895,0.202714995,7194.142578,0,0,0,778,0.000209478,148,3.98492E-05,95,73,0.000390374,14,7.4866E-05,92,35,0.000448468,0.000170613,101,0.000364621,33,0.000119134,262.6080017,7.0708E-05,3713993.75,187000.1563,205142.7969,276999.9688,26719,9.600000381,57.90000153,0.012802681
21,1984,1.299999952,9.300000191,11441.75781,56.90223694,0.198901087,23.78499985,0.300000012,21,40.35409927,0.191641003,7513.703125,1,0,0,754,0.000202688,126,3.3871E-05,80,55,0.000303867,10,5.5249E-05,87,21,0.000430589,0.000103935,107,0.000390511,25,9.1241E-05,236.6719971,6.3621E-05,3720003.25,181000.2344,202048.7656,273999.9688,27951,7.5,59.50000381,0.064612739
21,1985,1.279999971,9.5,11405.7207,55.89949036,0.191737279,23.65789986,0.300000012,21,39.10359955,0.202641994,7654.335449,1,0,0,712,0.00019109,117,3.1401E-05,69,61,0.000344633,16,9.0395E-05,84,18,0.000422108,9.04516E-05,92,0.000342007,30,0.000111524,203.75,5.4683E-05,3725993,176999.875,199001.4063,269000.3438,28520,7.199999809,60.10000229,-0.002490191
21,1986,1.169999957,9.300000191,11602.68359,55.57971191,0.186790496,23.53149986,0.300000012,21,45.792099,0.179629996,7859.620605,1,0,0,805,0.000216049,142,3.81106E-05,108,58,0.00031694,18,9.8361E-05,89,22,0.000454082,0.000112245,105,0.000426829,34,0.000138211,244.9060059,6.5729E-05,3726006.75,182999.9375,196000,246000.1563,29285,7,60.70000076,0.010347226
21,1987,1.159999967,8.800000191,12008,55.38739014,0.180999994,23.40579987,0.300000012,21,45.77980042,0.173934996,8135.244141,1,0,0,844,0.000226456,121,3.24658E-05,75,80,0.000437158,10,5.4645E-05,87,17,0.00045312,8.8542E-05,106,0.000441667,25,0.000104167,255.8509979,6.8648E-05,3726993.25,183000.1875,192002.1094,239999.8125,30320,6.199999809,61.5,0.04725308
21,1988,1.159999967,7.900000095,12340.71191,56.57941818,0.174205959,23.28079987,0.300000012,21,45.77980042,0.166122004,8482.435547,1,0,0,838,0.000224846,107,2.87094E-05,79,77,0.000435028,9,5.0847E-05,93,20,0.00052247,0.00011236,106,0.000432653,22,8.9796E-05,224.8500061,6.033E-05,3726995.5,177000.1094,178000.6563,245000.0313,31614,5.5,62.30000305,0.032940015
22,1982,1.840000033,10.30000019,12213.60352,53.74718475,0.866348445,15.2656002,0.328285992,18,3.454299927,0.281495988,6137.798828,1,1,1,1091,0.000248916,230,5.24755E-05,120,58,0.000241667,15,6.25E-05,155,49,0.000615861,0.000194691,175,0.000507246,50,0.000144928,378.6090088,8.6381E-05,4383004.5,239999.6719,251680.2969,345000.25,26902,9.699999809,57.79999924,-0.042827763
22,1983,1.75999999,11.80000019,11994.26563,53.36705399,0.832568824,15.1498003,0.343414009,18,3.409100056,0.243498996,6208.741699,0,1,1,933,0.000210088,168,3.78293E-05,95,66,0.000280851,13,5.5319E-05,117,31,0.000469942,0.000124515,142,0.000413994,37,0.000107872,362.4700012,8.1619E-05,4440996.5,235000.0469,248966.6563,343000.125,27573,9.600000381,57.90000153,-0.061993785
22,1984,1.74000001,10,12017.58203,54.88225937,0.79780221,15.03479958,0.359239012,18,3.183099985,0.281625003,7080.938477,0,1,1,961,0.000215423,222,4.97646E-05,138,70,0.00030837,19,8.37E-05,119,53,0.000483185,0.0002152,152,0.000449704,48,0.000142012,407.5270081,9.1353E-05,4460990.5,227000.0156,246282.2656,338000.0938,31588,7.5,59.50000381,0.024397099
22,1985,1.600000024,11.5,11972.45801,54.95467377,0.769067824,14.92070007,0.375793993,18,3.124300003,0.202868998,7445.878418,0,1,1,931,0.000207766,194,4.32939E-05,113,61,0.000276018,8,3.6199E-05,118,46,0.000484347,0.000188813,134,0.000406061,42,0.000127273,360.6489868,8.0484E-05,4481002.5,221000.0781,243626.8125,329999.6875,33365,7.199999809,60.10000229,-0.027661923
22,1986,1.450000048,13.10000038,11602.68359,53.71233368,0.749226034,14.80749989,0.393110991,18,3.080699921,0.196082994,7108.686035,0,1,1,932,0.000207157,181,4.02312E-05,91,57,0.000256757,12,5.4054E-05,108,32,0.000448133,0.00013278,141,0.000465347,34,0.000112211,351.9129944,7.822E-05,4499003,221999.7969,241000,302999.6875,31982,7,60.70000076,-0.09048254
22,1987,1.399999976,12,11515,53.64404297,0.726000011,14.69509983,0.411226988,20.5,3.106899977,0.182696,6859.20752,0,1,1,827,0.000185384,174,3.90047E-05,103,58,0.000271028,11,5.1402E-05,82,24,0.00035498,0.000103896,127,0.000437931,40,0.000137931,303.5750122,6.8051E-05,4461011,214000.0313,230998.9219,290000,30599,6.199999809,61.5,-0.060958177
22,1988,1.389999986,10.89999962,11830.60645,53.84858322,0.698748827,14.58360004,0.430177003,21,3.106899977,0.170625001,7867.977051,0,1,1,925,0.000209846,208,4.71869E-05,131,57,0.000279412,12,5.8824E-05,108,39,0.00051675,0.000186603,110,0.000372881,34,0.000115254,313.572998,7.1137E-05,4407994.5,203999.8281,208998.5625,295000.2813,34682,5.5,62.30000305,0.021379333
23,1982,1.970000029,8.600000381,11442.7207,55.99051285,0.805489302,0.100000001,0.400000006,20,3.345099926,0.187582999,6733.285645,0,1,0,166,0.000146127,30,2.64085E-05,24,11,0.000180328,2,3.2787E-05,26,6,0.000417643,9.63793E-05,19,0.0002375,4,5E-05,75.23999786,6.6232E-05,1135998.125,60999.95313,62254.05859,80000,7649,9.699999809,57.79999924,0.005875522
23,1983,1.99000001,9,11795.87109,57.25995255,0.774082601,0.100000001,0.400000006,20,3.406100035,0.183961004,6920.51709,0,1,0,224,0.000195633,44,3.84279E-05,31,22,0.000372881,4,6.7797E-05,30,9,0.00048636,0.000145908,43,0.000530864,11,0.000135802,91.59500122,7.9996E-05,1145001.125,59000.05469,61682.72656,81000.03125,7924,9.600000381,57.90000153,0.06236035
23,1984,1.970000029,6.099999905,12271.42871,59.76878357,0.741758227,0.100000001,0.400000006,20,3.571190119,0.179519996,8083.908203,0,1,0,232,0.000200692,47,4.06574E-05,39,15,0.000258621,2,3.4483E-05,39,12,0.000638124,0.000196346,22,0.000271605,9,0.000111111,71.80000305,6.2115E-05,1156000.25,57999.92969,61116.63672,80999.97656,9345,7.5,59.50000381,0.05904521
23,1985,1.830000043,5.400000095,12609.11035,59.77143097,0.715042412,0.100000001,0.400000006,20.5,3.350519896,0.174748003,7969.934082,0,1,0,206,0.000176976,39,3.35052E-05,28,18,0.000321429,4,7.1429E-05,31,4,0.000511925,6.60548E-05,22,0.000275,8,1E-04,58.59999847,5.0342E-05,1163999.625,55999.92578,60555.74219,80000,9277,7.199999809,60.10000229,0.03663063
23,1986,1.789999962,5.300000191,13292.05371,60.1359024,0.749807,0.100000001,0.400000006,21,3.32765007,0.169681996,8550.347656,0,1,0,214,0.000182594,34,2.90102E-05,21,12,0.000214286,1,1.7857E-05,22,5,0.000366667,8.33333E-05,41,0.000554054,10,0.000135135,65.87999725,5.6214E-05,1171999.125,55999.92578,60000,74000.00781,10021,7,60.70000076,0.061839048
23,1987,1.779999971,4.400000095,13984,62.47216034,0.787500024,0.100000001,0.400000006,21,3.285589933,0.188786998,9069.936523,0,1,0,232,0.000195451,36,3.03286E-05,26,12,0.000214286,2,3.5714E-05,34,9,0.00057627,0.000152542,26,0.000361111,11,0.000152778,59.93000031,5.049E-05,1186998.375,55999.92578,59000.12109,72000.02344,10766,6.199999809,61.5,0.11284554
23,1988,1.779999971,3.799999952,14538.97949,62.91028214,0.757940352,0.100000001,0.400000006,21,3.285589933,0.179826006,9461.399414,0,1,0,255,0.000211618,31,2.57261E-05,25,21,0.000381818,3,5.4545E-05,28,4,0.0005,7.1429E-05,29,0.000376623,6,7.7922E-05,61.77000046,5.1261E-05,1205001.5,55000.02344,55999.99609,77000.07813,11401,5.5,62.30000305,0.070377089
24,1982,2.460000038,8.399999619,15198.09082,61.45026016,0.241050124,3.022690058,0.328285992,21,1.533679962,0.196279004,6768.09375,1,0,0,640,0.000149778,182,4.2593E-05,101,43,0.000181435,10,4.2194E-05,90,45,0.000384602,0.000192301,92,0.000296774,37,0.000119355,175.6000061,4.1096E-05,4272990.5,236999.4844,234008.0625,310000.1875,28920,9.699999809,57.79999924,-0.006933488
24,1983,2.380000114,6.900000095,15644.49512,63.14654922,0.231651381,3.034090042,0.343414009,21,1.501049995,0.204689994,7118.825195,1,0,0,656,0.000152523,167,3.88282E-05,93,47,0.000204348,11,4.7826E-05,69,32,0.00029777,0.000138096,102,0.000326923,36,0.000115385,177.3300018,4.1231E-05,4300990.5,229999.7969,231722.7969,312000.0625,30618,9.600000381,57.90000153,0.057963554
24,1984,2.319999933,5.400000095,16313.18652,64.5377121,0.221978024,3.045540094,0.359239012,21,1.133939981,0.212862998,7289.488281,1,0,0,643,0.00014785,142,3.26512E-05,86,48,0.000215247,10,4.4843E-05,62,15,0.0002702,6.53709E-05,109,0.000346032,43,0.000136508,180.0700073,4.1405E-05,4349002,222999.625,229459.8438,314999.7813,31702,7.5,59.50000381,0.067113273
24,1985,2.25999999,4.599999905,16921.60938,64.55090332,0.213983059,3.057039976,0.375793993,21,1.122840047,0.215296999,7590.409668,1,0,0,729,0.000165984,141,3.21038E-05,85,39,0.000179724,6,2.765E-05,90,32,0.000396094,0.000140833,123,0.000389241,41,0.000129747,188.8399963,4.2997E-05,4391989.5,216999.4063,227218.9844,315999.5938,33337,7.199999809,60.10000229,0.055424232
24,1986,2.130000114,4.5,17475.74805,66.24410248,0.208462343,3.068579912,0.393110991,21,1.107380033,0.176036999,7826.70459,1,0,0,784,0.000175745,174,3.90047E-05,106,56,0.000265403,13,6.1611E-05,75,27,0.000333333,0.00012,132,0.00044898,55,0.000187075,197.0800018,4.4178E-05,4461009,210999.875,225000,293999.75,34915,7,60.70000076,0.055967975
24,1987,2.099999905,4.199999809,18167,66.69565582,0.202000007,3.080159903,0.411226988,21,1.091510057,0.170368001,8046.975098,1,0,0,814,0.000179493,172,3.79272E-05,101,53,0.000256039,17,8.2126E-05,90,23,0.00040541,0.000103604,118,0.000408304,41,0.000141869,170.0099945,3.7488E-05,4534996,206999.7188,221997.4844,289000.3438,36493,6.199999809,61.5,0.071835242
24,1988,1.980000019,4.5,18755.5332,66.68564606,0.194417715,3.091779947,0.430177003,21,1.091510057,0.172347993,8112.945801,1,0,0,782,0.000169191,150,3.24535E-05,92,50,0.000253807,7,3.5533E-05,80,25,0.00037383,0.000116822,100,0.000322581,31,1E-04,158.0099945,3.4186E-05,4621995.5,197000.0781,214001.0156,309999.6563,37498,5.5,62.30000305,0.054407675
25,1982,2.460000038,7.900000095,15215.99023,62.05266571,0.286396176,0,0.100000001,20,1.811139941,0.190606996,6380.050781,0,0,0,659,0.000114669,169,2.94066E-05,108,76,0.000262069,15,5.1724E-05,92,33,0.000277081,9.93879E-05,109,0.000244395,45,0.000100897,344.769989,5.9992E-05,5746976,289999.9688,332032.375,445999.3125,36666,9.699999809,57.79999924,-0.00173251
25,1983,2.420000076,6.900000095,15801.60547,61.98569107,0.275229365,0,0.100000001,20,1.800209999,0.186082006,6510.739746,0,0,0,651,0.000112903,198,3.43392E-05,131,59,0.00020922,12,4.2553E-05,85,48,0.000261278,0.000147545,109,0.000247166,55,0.000124717,221.5200043,3.8419E-05,5766011.5,281999.8125,325323.6875,440999.1563,37541,9.600000381,57.90000153,0.067738175
25,1984,2.460000038,4.800000191,16735.16406,64.33163452,0.263736248,0,0.100000001,20,2.242150068,0.179802001,6646.59082,0,0,0,666,0.000114867,181,3.12177E-05,130,58,0.000211679,13,4.7445E-05,101,43,0.000316862,0.000134902,119,0.000273563,48,0.000110345,210.5700073,3.6318E-05,5798010,273999.7813,318750.5625,435000.3438,38537,7.5,59.50000381,0.083912082
25,1985,2.400000095,3.900000095,17271.18555,64.64490509,0.254237294,0,0.100000001,20.5,2.310319901,0.173664004,6818.296387,0,0,0,742,0.000127448,176,3.02302E-05,105,64,0.0002397,10,3.7453E-05,103,35,0.0003298,0.000112068,101,0.000237089,44,0.000103286,188.4299927,3.2365E-05,5821982,267000.4063,312310.2188,426000.375,39696,7.199999809,60.10000229,0.055113122
25,1986,2.200000048,3.799999952,18145.51172,64.45320892,0.247678012,0,0.100000001,21,1.800070047,0.170999005,7027.964355,0,0,0,752,0.0001289,190,3.25677E-05,123,72,0.000271698,27,0.000101887,80,29,0.000261438,9.47712E-05,109,0.000282383,47,0.000121762,187.3000031,3.2104E-05,5833979.5,265000.125,306000,386000.5625,41001,7,60.70000076,0.060269162
25,1987,2.25999999,3.200000048,19050,65.11881256,0.239999995,0,0.100000001,21,1.793609977,0.162926003,7225.436035,0,0,0,689,0.000117677,163,2.78395E-05,110,67,0.00026378,14,5.5118E-05,94,36,0.00031757,0.000121622,80,0.000214477,38,0.000101877,176.0399933,3.0067E-05,5855010,253999.5469,295997.75,373000.375,42305,6.199999809,61.5,0.074593067
25,1988,2.150000095,3.299999952,20034.64844,66.17519379,0.230991334,0,0.100000001,21,1.793609977,0.155174002,7358.472656,0,0,0,725,0.000123111,165,2.80183E-05,106,48,0.000202532,9,3.7975E-05,92,37,0.00033577,0.000135036,86,0.00021608,34,8.5427E-05,204.2200012,3.4677E-05,5888994,236999.5938,273997.0938,398000.7188,43334,5.5,62.30000305,0.057707433
26,1982,1.879999995,15.5,13247.0166,53.53864288,0.545653939,0.62480998,0.200000003,21,0,0.243818,6712.743164,1,0,0,1392,0.000152682,392,4.29966E-05,225,89,0.000180162,24,4.8583E-05,178,84,0.000343778,0.000162232,169,0.000246715,81,0.000118248,496.1400146,5.4419E-05,9116988,493999.8438,517776.75,685000.875,61200,9.699999809,57.79999924,-0.080663174
26,1983,1.870000005,14.19999981,13606.65137,54.74843979,0.524378419,0.637600005,0.200000003,21,0,0.237243995,6721.328125,1,0,0,1314,0.000145129,345,3.81047E-05,200,110,0.000232068,17,3.5865E-05,163,75,0.000322177,0.000148241,179,0.000268366,78,0.000116942,492.7099915,5.4419E-05,9054014,473999,505932.3125,666999.5,60855,9.600000381,57.90000153,0.047230832
26,1984,1.870000005,11.19999981,14317.58203,57.24455261,0.502481282,0.650640011,0.200000003,21,0,0.243742004,7007.070801,1,0,0,1531,0.000169022,334,3.68735E-05,191,122,0.000265217,26,5.6522E-05,174,58,0.000351971,0.000117324,196,0.00029878,74,0.000112805,547.5300293,6.0447E-05,9057993,460000.6563,494358.8125,656001.0625,63470,7.5,59.50000381,0.071540773
26,1985,1.840000033,9.899999619,14830.50879,57.69797134,0.484383464,0.66395998,0.200000003,21,0,0.219419003,7416.576172,1,0,0,1545,0.000170004,302,3.32306E-05,165,106,0.000232967,19,4.1758E-05,168,53,0.00034779,0.000109719,179,0.000278383,64,9.9533E-05,423.7600098,4.6628E-05,9088021,455000.0625,483050.0625,642999.0625,67402,7.199999809,60.10000229,0.046639938
26,1986,1.75,8.800000191,15278.6377,58.40746689,0.471886456,0.677550018,0.200000003,21,0,0.191911995,7829.523438,1,0,0,1605,0.000175621,334,3.65467E-05,200,147,0.000314103,30,6.4103E-05,176,72,0.000372881,0.000152542,189,0.000307818,64,0.000104235,498.3099976,5.4525E-05,9138998,467999.3438,472000,613999.1875,71554,7,60.70000076,0.038738418
26,1987,1.649999976,8.199999809,15418,59.94805527,0.457257986,0.691410005,0.200000003,21,0,0.186720997,8228.915039,1,0,0,1597,0.000173587,333,3.61957E-05,177,138,0.000299349,17,3.6876E-05,169,47,0.00036501,0.000101512,180,0.000298507,61,0.000101161,487.3699951,5.2975E-05,9199998,461000.375,463001.0313,603000.9375,75706,6.199999809,61.5,0.01762701
